010.000.0440.00,Fluticasona. Suspensión en aerosol. Cada dosis contiene: Propionato de Fluticasona 50µg Envase con un frasco presurizado para 60 dosis
010.000.0443.00,"Salmeterol,  fluticasona. Suspensión en aerosol. Cada dosis contiene: Xinafoato de salmeterol equivalente a 25 µg de salmeterol. Propionato de fluticasona 50 µg. Envase con dispositivo inhalador para 120 dosis."
010.000.0446.00,Budesonida-formoterol. Polvo. Cada gramo contiene: Budesonida 180 mg. Fumarato de formoterol dihidratado 5 mg. Envase con frasco inhalador dosificador con 60 dosis con 160 µg/4.5 µg cada una.
010.000.0463.00,Ketotifeno. Solución Oral Cada 100 ml contienen: Fumarato ácido de ketotifeno equivalente a 20 mg de ketotifeno. Envase con 120 ml y dosificador.
010.000.0472.00,Prednisona. Tableta Cada Tableta contiene: Prednisona 5 mg Envase con 20 Tabletas.
010.000.0473.00,Prednisona. Tableta Cada Tableta contiene: Prednisona 50 mg Envase con 20 Tabletas.
010.000.0474.00,Hidrocortisona. Solución Inyectable Cada frasco ámpula contiene: Succinato sódico de hidrocortisona equivalente a 100 mg de hidrocortisona. Envase con 50 frascos ámpula y 50 ampolletas con 2 ml de diluyente.
010.000.0476.00,Metilprednisolona. Solución Inyectable Cada frasco ámpula con liofilizado contiene Succinato sódico de metilprednisolona equivalente a 500 mg de metilprednisolona. Envase con 50 frascos ámpula y 50 ampolletas con 8 ml de diluyente.
010.000.0477.00,Dipropionato de Beclometasona. Suspensión en aerosol. Cada inhalación contiene: Dipropionato de Beclometasona 50  µg. Envase con dispositivo inhalador para 200 dosis.
010.000.0523.00,Sales de Potasio sales de. Tableta soluble o efervescente.  Cada tableta contiene: Bicarbonato de Potasio 766 mg. Bitartrato de Potasio 460 mg. Acido Cítrico 155 mg. Envase con 50 tabletas solubles.
010.000.0524.00,"Cloruro de potasio. Solución Inyectable. Cada ampolleta contiene: Cloruro de potasio 1.49 g. (20 mEq de potasio, 20 mEq de cloro) Envase con 50 ampolletas con 10 ml"
010.000.0525.00,Fenitoína. Tableta o Cápsula Cada Tableta o Cápsula contiene: Fenitoína sódica 100 mg Envase con 50 Tabletas o Cápsulas.
010.000.0530.00,Propranolol. Tableta Cada Tableta contiene: Clorhidrato de propranolol 40 mg Envase con 30 Tabletas
010.000.0539.00,Propranolol. Tableta Cada Tableta contiene: Clorhidrato de Propranolol 10 mg Envase con 30 Tabletas.
010.000.0561.00,Clortalidona. Tableta. Cada tableta contiene: Clortalidona 50 mg Envase con 20 Tabletas.
010.000.0566.00,Metildopa. Tableta Cada Tableta contiene: Metildopa 250 mg Envase con 30 Tabletas.
010.000.0569.00,Nitroprusiato de sodio. Solución Inyectable Cada frasco ámpula con polvo o Solución contiene: Nitroprusiato de sodio 50 mg Envase con un frasco ámpula con o sin diluyente.
010.000.0570.00,Hidralazina. Tableta Cada Tableta contiene: Clorhidrato de hidralazina 10 mg Envase con 20 Tabletas.
010.000.0572.00,Metoprolol. Tableta Cada Tableta contiene: Tartrato de metoprolol 100 mg Envase con 20 Tabletas.
010.000.0573.00,Prazosina. Cápsula o Comprimido Cada Cápsula o Comprimido contiene: Clorhidrato de prazosina equivalente a 1 mg de prazosina. Envase con 30 Cápsulas o Comprimidos.
010.000.0574.00,Captopril. Tableta Cada Tableta contiene: Captopril 25 mg Envase con 30 Tabletas.
010.000.0592.00,Isosorbida. Tableta sublingual Cada Tableta contiene: Dinitrato de isosorbida 5 mg Envase con 20 Tabletas sublinguales.
010.000.0593.00,Isosorbida. Tableta Cada Tableta contiene: Dinitrato de isosorbida 10 mg Envase con 20 Tabletas.
010.000.0597.00,Nifedipino. Cápsula de Gelatina blanda Cada Cápsula contiene: Nifedipino 10 mg Envase con 20 Cápsulas.
010.000.0598.00,Verapamilo. Solución Inyectable Cada ampolleta contiene: Clorhidrato de verapamilo 5 mg Envase con 2 ml (2.5 mg/ml).
010.000.0599.00,Nifedipino. Comprimido de Liberación Prolongada Cada Comprimido contiene: Nifedipino 30 mg Envase con 30 Comprimidos.
010.000.0611.00,Epinefrina. Solución Inyectable Cada ampolleta contiene: Epinefrina 1 mg (1:1 000) Envase con 50 ampolletas con 1 ml.
010.000.0612.00,Norepinefrina. Solución Inyectable Cada ampolleta contiene: Bitartrato de norepinefrina equivalente a 4 mg de norepinefrina. Envase con 50 ampolletas de 4 ml.
010.000.0614.00,Dopamina. Solución Inyectable Cada ampolleta contiene: Clorhidrato de dopamina 200 mg Envase con 5 ampolletas con 5 ml.
010.000.0615.00,Dobutamina. Solución Inyectable. Cada frasco ámpula o ampolleta contiene: Clorhidrato de dobutamina equivalente a 250 mg de dobutamina. Envase con 5 ampolletas con 5 ml cada una.
010.000.0623.00,Warfarina. Tableta Cada Tableta contiene: Warfarina sódica 5 mg Envase con 25 Tabletas.
010.000.0626.01,Fitomenadiona. Solución o Emulsión Inyectable Cada ampolleta contiene: Fitomenadiona 10 mg Envase con 5 ampolletas de 1 ml.
010.000.0655.00,Bezafibrato. Tableta Cada Tableta contiene: Bezafibrato 200 mg Envase con 30 Tabletas.
010.000.0657.00,Pravastatina. Tableta Cada Tableta contiene: Pravastatina sódica 10 mg Envase con 30 Tabletas.
010.000.0801.00,Baño coloide. Polvo. Cada gramo contiene: Harina de soya 965 mg (contenido proteico 45%) Polividona 20 mg Envase con un sobre individual de 90 g.
010.000.0804.00,Óxido de zinc. Pasta Cada 100 g contienen: Óxido de zinc 25. 0 g Envase con 30 g.
010.000.0811.00,Fluocinolona. Crema Cada g contiene: Acetónido de fluocinolona 0.1 mg Envase con 20 g.
010.000.0813.00,Hidrocortisona. Crema Cada g contiene: 17 Butirato de hidrocortisona 1 mg Envase con 15 g.
010.000.0822.00,Benzoilo. Loción Dérmica o Gel Dérmico Cada 100 mililitros o gramos contienen: Peróxido de benzoilo 5 g Envase con 30 ml
010.000.0861.00,Bencilo. Emulsión Dérmica Cada ml contiene: Benzoato de bencilo 300 mg Envase con 120 ml.
010.000.0865.00,Permetrina. Solución Cada 100 ml contienen: Permetrina 1 g Envase con 110 ml.
010.000.0871.00,Alibour. Polvo Cada gramo contiene: Sulfato de Cobre 177.0 mg Sulfato de Zinc 619.5 mg alcanfor 26.5 mg Envase con 12 sobres con 2.2 g.
010.000.0872.00,Clioquinol. Crema Cada g contiene: Clioquinol 30 mg Envase con 20 g.
010.000.0891.00,Miconazol. Crema Cada gramo contiene: Nitrato de miconazol 20 mg Envase con 20 g.
010.000.0901.00,Podofilina. Solución Dérmica Cada ml contiene: Resina de podofilina 250 mg Envase con 5 ml.
010.000.1006.00,Calcio. Comprimido Efervescente Cada comprimido contiene: Lactato gluconato de calcio 2.94 g. Carbonato de calcio 300 mg. equivalente a 500 mg de calcio ionizable. Envase con 12 comprimidos.
010.000.1007.00,Levotiroxina. Tableta Cada tableta contiene: Levotiroxina sódica equivalente a 100 µg de levotiroxina sódica anhidra. Envase con 100 tabletas.
010.000.1042.00,Glibenclamida. Tableta Cada tableta contiene: Glibenclamida 5 mg. Envase con 50 tabletas.
010.000.1050.00,Insulina humana. Suspensión Inyectable Acción INTERMEDIA NPH Cada ml contiene: Insulina humana isófana (origen ADN recombinante) 100 UI ó Insulina zinc isófana humana (origen ADN recombinante) 100 UI Envase con un frasco ámpula con 5 ml.
010.000.1095.00,Calcitriol. Cápsula de Gelatina blanda Cada cápsula contiene: Calcitriol 0.25 µg. Envase con 50 cápsulas.
010.000.1098.00,Vitaminas A C y D. Solución. Cada ml contiene: Palmitato de Retinol 7000 a 9000 UI. Ácido ascórbico 80 a 125 mg. Colecalciferol 1400 a 1800 UI. Envase con 15 ml.
010.000.1206.00,Butilhioscina o hioscina. Gragea o Tableta Cada Gragea o Tableta contiene: Bromuro de butilhioscina o butilbromuro de hioscina 10 mg Envase con 10 Grageas o Tabletas.
010.000.1207.00,Butilhioscina o hioscina. Solución Inyectable Cada ampolleta contiene: Bromuro de butilhioscina o butilbromuro de hioscina 20 mg Envase con 3 ampolletas de 1 ml.
010.000.1210.00,Pinaverio. Tableta Cada Tableta contiene: Bromuro de pinaverio 100 mg Envase con 14 Tabletas
010.000.1223.00,Aluminio y magnesio. Tableta Masticable Cada Tableta Masticable contiene: Hidróxido de aluminio 200 mg Hidróxido de magnesio 200 mg o trisilicato de magnesio: 447.3 mg Envase con 50 Tabletas Masticables.
010.000.1224.00,Aluminio y magnesio. Suspensión Oral Cada 100 ml contienen: Hidróxido de aluminio 3.7 g Hidróxido de magnesio 4.0 g o trisilicato de magnesio: 8.9 g Envase con 240 ml y dosificador.
010.000.1241.00,Metoclopramida. Solución Inyectable Cada ampolleta contiene: Clorhidrato de metoclopramida 10 mg Envase con 6 ampolletas de 2 ml.
010.000.1242.00,Metoclopramida. Tableta Cada Tableta contiene: Clorhidrato de metoclopramida 10 mg Envase con 20 Tabletas.
010.000.1243.00,Metoclopramida. Solución Cada ml contiene: Clorhidrato de metoclopramida 4 mg Envase frasco gotero con 20 ml.
010.000.1263.00,Bismuto. Suspensión Oral Cada 100 ml contienen: Subsalicilato de bismuto 1.750 g Envase con 240 ml.
010.000.1270.00,Senósidos a-b. Solución Oral Cada 100 ml contienen: Concentrado de Sen equivalente a 200 mg de senósidos A y B. Envase con 75 ml
010.000.1271.00,Plántago psyllium. Polvo Cada 100 g contienen: Polvo de cáscara de semilla de plántago psyllium 49.7 g Envase con 400 g.
010.000.1272.00,Senósidos a-b. Tableta Cada Tableta contiene: Concentrados de Sen desecados 187 mg (normalizado a 8.6 mg de senósidos A-B). Envase con 20 Tabletas.
010.000.1308.00,Metronidazol. Tableta Cada Tableta contiene: Metronidazol 500 mg Envase con 20 Tabletas.
010.000.1310.00,Metronidazol. Suspensión Oral Cada 5 ml contienen: Benzoilo de metronidazol equivalente a 250 mg de metronidazol. Envase con 120 ml y dosificador.
010.000.1344.00,Albendazol. Tableta Cada Tableta contiene: albendazol 200 mg Envase con 2 Tabletas.
010.000.1345.00,Albendazol. Suspensión Oral Cada frasco contiene: albendazol 400 mg Envase con 20 ml.
010.000.1363.00,Lidocaína - hidrocortisona. Ungüento Cada 100 gramos contiene: Lidocaína 5 g Acetato de Hidrocortisona 0.25 g Subacetato de aluminio 3.50 g Óxido de Zinc 18 g Envase con 20 g y aplicador.
010.000.1364.00,Lidocaína - hidrocortisona. Supositorio Cada Supositorio contiene: Lidocaína 60 mg Acetato de Hidrocortisona 5 mg Óxido de Zinc 400 mg Subacetato de aluminio 50 mg Envase con 6 Supositorios.
010.000.1489.00,Estrógenos conjugados. Gragea o Tableta Cada Gragea o Tableta contiene: Estrógenos conjugados de origen Vegetal 0.625 mg Envase con 42 Grageas o Tabletas.
010.000.1506.00,Estrógenos conjugados. Crema Vaginal Cada 100 g contiene: Estrógenos conjugados de origen equino 62.5 mg Envase con 43 g y aplicador.
010.000.1541.00,Carbetocina. Solución Inyectable Cada ampolleta o frasco ámpula contiene: Carbetocina 100 µg. Envase con una ampolleta o frasco ámpula.
010.000.1542.00,Oxitocina. Solución Inyectable Cada ampolleta contiene: Oxitocina: 5 UI. Envase con 50 ampolletas con 1 ml.
010.000.1561.00,Metronidazol. Óvulo o Tableta Vaginal Cada Óvulo o Tableta contiene: Metronidazol 500 mg Envase con 10 Óvulos o Tabletas.
010.000.1562.00,Nitrofural. Óvulo Cada Óvulo contiene: Nitrofural 6 mg Envase con 6 Óvulos.
010.000.1566.00,Nistatina. Óvulo o Tableta Vaginal Cada Óvulo o Tableta contiene: Nistatina 100 000 UI Envase con 12 Óvulos o Tabletas.
010.000.1701.00,Fumarato ferroso. Tableta. Cada tableta contiene: Fumarato ferroso 200 mg equivalente a 65.74 mg de hierro elemental. Envase con 50 Tabletas.
010.000.1702.00,Fumarato ferroso. Suspensión Oral. Cada ml contiene: Fumarato ferroso 29 mg equivalente a 9.53 mg de hierro elemental. Envase con 120 ml.
010.000.1703.00,Sulfato ferroso. Tableta Cada Tableta contiene: Sulfato ferroso desecado aproximadamente 200 mg equivalente a 60.27 mg de hierro elemental. Envase con 30 Tabletas.
010.000.1704.00,Sulfato ferroso. Solución Cada ml contiene: Sulfato ferroso heptahidratado 125 mg equivalente a 25 mg de hierro elemental. Envase gotero con 15 ml.
010.000.1705.00,Hierro dextrán. Solución Inyectable Cada ampolleta contiene: Hierro en forma de hierro dextrán 100 mg Envase con 3 ampolletas de 2 ml.
010.000.1706.00,Ácido fólico. Tableta. Cada tableta contiene: Ácido fólico 5 mg Envase con 20 Tabletas.
010.000.1708.00,Hidroxocobalamina. Solución Inyectable. Cada ampolleta o frasco ámpula con solución o liofilizado contiene: Hidroxocobalamina 100 µg. Envase con 3 ampolletas de 2 ml o frasco ámpula y diluyente.
010.000.1711.00,Ácido fólico. Tableta. Cada tableta contiene: Acido fólico 0.4 mg Envase con 90 Tabletas.
010.000.1903.00,Trimetoprima-sulfametoxazol. Comprimido o Tableta Cada Comprimido o Tableta contiene: Trimetoprima 80 mg Sulfametoxazol 400 mg Envase con 20 Comprimidos o Tabletas.
010.000.1904.00,Trimetoprima-sulfametoxazol. Suspensión Oral Cada 5 ml contienen: Trimetoprima 40 mg Sulfametoxazol 200 mg Envase con 120 ml y dosificador.
010.000.1911.00,Nitrofurantoína. Cápsula Cada Cápsula contiene: Nitrofurantoína 100 mg Envase con 40 Cápsulas.
010.000.1923.00,Bencilpenicilina procaínica con bencilpenicilina cristalina. Suspensión Inyectable Cada frasco ámpula con polvo contiene: Bencilpenicilina procaínica equivalente a 300 000 UI de bencilpenicilina Bencilpenicilina cristalina equivalente a 100 000 UI de bencilpenicilina. Envase con un frasco ámpula y 2 ml de diluyente.
010.000.1924.00,Bencilpenicilina procaínica con bencilpenicilina cristalina. Suspensión Inyectable Cada frasco ámpula con polvo contiene: Bencilpenicilina procaínica equivalente a 600 000 UI de bencilpenicilina Bencilpenicilina cristalina equivalente a 200 000 UI de bencilpenicilina. Envase con un frasco ámpula y 2 ml de diluyente.
010.000.1925.00,Benzatina bencilpenicilina. Suspensión Inyectable Cada frasco ámpula con polvo contiene: Benzatina bencilpenicilina equivalente a 1 200 000 UI de bencilpenicilina. Envase con un frasco ámpula y 5 ml de diluyente.
010.000.1926.00,Dicloxacilina. Cápsula o comprimido. Cada cápsula o comprimido contiene: Dicloxacilina sódica 500 mg Envase con 20 Cápsulas o Comprimidos.
010.000.1927.00,Dicloxacilina. Suspensión Oral. Cada 5 ml contienen: Dicloxacilina sódica 250 mg Envase con polvo para 60 ml y dosificador.
010.000.1929.00,Ampicilina. Tableta o Cápsula Cada Tableta o Cápsula contiene: Ampicilina anhidra o ampicilina trihidratada equivalente a 500 mg de ampicilina. Envase con 20 Tabletas o Cápsulas.
010.000.1930.00,Ampicilina. Suspensión Oral Cada 5 ml contienen: Ampicilina trihidratada equivalente a 250 mg de ampicilina. Envase con polvo para 60 ml y dosificador.
010.000.1931.00,Ampicilina. Solución Inyectable Cada frasco ámpula con polvo contiene: Ampicilina sódica equivalente a 500 mg de ampicilina. Envase con un frasco ámpula y 2 ml de diluyente.
010.000.1937.00,Ceftriaxona. Solución Inyectable. Cada frasco ámpula con polvo contiene: Ceftriaxona sódica equivalente a 1 g de ceftriaxona. Envase con un frasco ámpula y 10 ml de diluyente.
010.000.1938.00,Bencilpenicilina benzatínica compuesta. Suspensión Inyectable Cada frasco ámpula con polvo contiene: Benzatina bencilpenicilina equivalente a 600 000 UI de bencilpenicilina Bencilpenicilina procaínica equivalente a 300 000 UI de bencilpenicilina Bencilpenicilina cristalina equivalente a 300 000 UI de bencilpenicilina Envase con un frasco ámpula y diluyente con 3 ml.
010.000.1939.00,Cefalexina. Tableta o Cápsula. Cada tableta o cápsula contiene: Cefalexina monohidratada equivalente a 500 mg de cefalexina. Envase con 20 Tabletas o Cápsulas.
010.000.1940.00,Doxiciclina. Cápsula o Tableta Cada Cápsula o Tableta contiene: Hiclato de doxiciclina equivalente a 100 mg de doxicilina. Envase con 10 Cápsulas o Tabletas.
010.000.1941.00,Doxiciclina. Cápsula o Tableta Cada Cápsula o Tableta contiene: Hiclato de doxiciclina equivalente a 50 mg de doxicilina. Envase con 28 Cápsulas o Tabletas.
010.000.1954.00,Gentamicina. Solución Inyectable. Cada ampolleta contiene: Sulfato de gentamicina equivalente a 80 mg de gentamicina. Envase con ampolleta con 2 ml.
010.000.1955.00,Gentamicina. Solución Inyectable. Cada ampolleta contiene: Sulfato de gentamicina equivalente a 20 mg de gentamicina base. Envase con ampolleta con 2 ml.
010.000.1956.01,Amikacina. Solución Inyectable Cada ampolleta o frasco ámpula contiene: Sulfato de amikacina equivalente a 500 mg de amikacina. Envase con 2 ampolletas o frasco ámpula con 2 ml.
010.000.1969.01,Azitromicina. Tableta Cada Tableta contiene: Azitromicina dihidratada equivalente a 500 mg de azitromicina Envase con 4 Tabletas.
010.000.1971.00,Eritromicina. Cápsula o Tableta Cada Cápsula o Tableta contiene: Estearato de eritromicina equivalente a 500 mg de eritromicina. Envase con 20 Cápsulas o Tabletas.
010.000.1972.00,Eritromicina. Suspensión Oral Cada 5 ml contienen: Estearato o etilsuccinato o estolato de eritromicina equivalente a 250 mg de eritromicina. Envase con polvo para 100 ml y dosificador.
010.000.1973.00,Clindamicina. Solución Inyectable Cada ampolleta contiene: Fosfato de clindamicina equivalente a 300 mg de clindamicina. Envase ampolleta con 2 ml.
010.000.2016.00,Ketoconazol. Tableta Cada Tableta contiene: Ketoconazol 200 mg Envase con 10 Tabletas.
010.000.2024.00,Isoconazol. Crema Cada 100 gramos contiene: Nitrato de isoconazol 1 g Envase con 20 g.
010.000.2111.00,Amlodipino. Tableta o Cápsula. Cada tableta o cápsula contiene: Besilato o Maleato de amlodipino equivalente a 5 mg de amlodipino. Envase con 10 tabletas o cápsulas.
010.000.2116.00,Hidralazina. Solución Inyectable Cada ampolleta contiene: Clorhidrato de hidralazina 10 mg Envase con 5 ampolletas con 1.0 ml.
010.000.2118.00,Aceite de almendras dulces. Crema Aceite de almendras dulces e hidróxido de calcio. Envase con 240 ml.
010.000.2119.00,Betametasona. Ungüento Cada 100 gramos contiene: Dipropionato de betametasona 64 mg equivalente a 50 mg de betametasona. Envase con 30 g.
010.000.2123.00,Mupirocina. Ungüento Cada 100 gramos contiene: Mupirocina 2 g Envase con 15 g.
010.000.2126.00,Aciclovir. Comprimido o Tableta Cada Comprimido o Tableta contiene: Aciclovir 400 mg Envase con 35 Comprimidos o Tabletas.
010.000.2127.00,Amoxicilina. Suspensión Oral Cada frasco con polvo contiene: Amoxicilina trihidratada equivalente a 7.5 g de amoxicilina. Envase con polvo para 75 ml (500 mg/5 ml).
010.000.2128.00,Amoxicilina. Cápsula Cada Cápsula contiene: Amoxicilina trihidratada equivalente a 500 mg de amoxicilina. Envase con 12 Cápsulas.
010.000.2129.00,Amoxicilina acido clavulánico. Suspensión Oral Cada frasco con polvo contiene: Amoxicilina trihidratada equivalente a 1.5 g de amoxicilina. Clavulanato de potasio equivalente a 375 mg de ácido clavulánico. Envase con 60 ml cada 5 ml con 125 mg de amoxicilina y 31.25 mg ácido clavulánico.
010.000.2131.00,Cefaclor. Cápsula Cada Cápsula contiene: Cefaclor monohidratado equivalente a 250 mg de cefaclor. Envase con 15 Cápsulas.
010.000.2132.00,Claritromicina. Tableta Cada Tableta contiene: Claritromicina 250 mg Envase con 10 Tabletas.
010.000.2133.00,Clindamicina. Cápsula Cada Cápsula contiene: Clorhidrato de clindamicina equivalente a 300 mg de clindamicina. Envase con 16 Cápsulas.
010.000.2144.00,Loratadina. Tableta o gragea. Cada tableta o gragea contienen: Loratadina 10 mg. Envase con 20 tabletas o grageas.
010.000.2145.00,Loratadina. Jarabe Cada 100 ml contienen: Loratadina 100 mg Envase con 60 ml y dosificador.
010.000.2146.00,Butilhioscina-metamizol. Solución Inyectable Cada ampolleta contiene: N butilbromuro de hioscina 20 mg Metamizol 2.5 g Envase con 5 ampolletas de 5 ml.
010.000.2157.00,Furosemida. Solución Oral. Cada ml contiene: Furosemida 10 mg Envase con un frasco gotero con 60 ml.
010.000.2158.00,Bromhexina. Solución Cada 100 ml contienen: Clorhidrato de bromhexina 80 mg Envase con 100 ml y dosificador
010.000.2159.00,Bromhexina. Comprimido Cada Comprimido contiene: Clorhidrato de bromhexina 8 mg Envase con 20 Comprimidos.
010.000.2161.00,Dextrometorfano. Jarabe. Cada 100 ml contiene: Bromhidrato de dextrometorfano 200 mg Envase con 120 ml y dosificador (10 mg/5 ml).
010.000.2162.00,Ipratropio. Suspensión en aerosol Cada g contiene: Bromuro de ipratropio 0.286 mg (20 µgpor nebulización) Envase con 15 ml (21.0 g) como Aerosol.
010.000.2163.00,Cefaclor. Suspensión Oral. El frasco con polvo contiene: Cefaclor 7.5 g. Envase para 150 ml (250 mg/ 5 ml).
010.000.2174.00,Ciprofloxacino. Solución Oftálmica Cada 1 ml contiene: Clorhidrato de ciprofloxacino monohidratado equivalente a 3.0 mg de ciprofloxacino. Envase con gotero integral con 5 ml.
010.000.2176.00,Dexametasona. Solución oftálmica. Cada 100 ml contienen: Fosfato de dexametasona 0.1 g Envase con frasco gotero con 5 ml.
010.000.2187.00,Ipratropio. Solución Cada 100 ml contienen: Bromuro de ipratropio monohidratado equivalente a 25 mg de bromuro de ipratropio. Envase con frasco ámpula con 20 ml.
010.000.2188.00,Ipratropio-salbutamol. Solución Cada ampolleta contiene: Bromuro de ipratropio monohidratado equivalente a 0.500 mg de bromuro de ipratropio. Sulfato de salbutamol equivalente a 2.500 mg de salbutamol. Envase con 10 ampolletas de 2.5 ml.
010.000.2189.00,Tobramicina. Solución Oftálmica Cada ml contiene: Sulfato de tobramicina equivalente a 3.0 mg de tobramicina ó tobramicina 3.0 mg Envase con gotero integral con 5 ml
010.000.2190.01,Ipratropio-salbutamol. Solución Para Inhalación Cada disparo proporciona: Bromuro de ipratropio monohidratado equivalente a20 µg de bromuro de ipratropio Sulfato de salbutamol equivalente a 100 µg de salbutamol Envase con 120 disparos (120 dosis)
010.000.2191.00,Vitamina A. Cápsula. Cada Cápsula contiene: Vitamina A 50 000 UI. Envase con 40 Cápsulas.
010.000.2230.00,Amoxicilina acido clavulánico. Tableta Cada Tableta contiene: amoxicilina trihidratada equivalente a 500 mg de amoxilina. Clavulanato de potasio equivalente a 125 mg de ácido clavulánico. Envase con 12 Tabletas.
010.000.2301.00,Hidroclorotiazida. Tableta Cada Tableta contiene: Hidroclorotiazida 25 mg Envase con 20 Tabletas.
010.000.2304.00,Espironolactona. Tableta. Cada Tableta contiene: Espironolactona 25 mg Envase con 20 Tabletas.
010.000.2307.00,Furosemida. Tableta. Cada tableta contiene: Furosemida 40 mg Envase con 20 Tabletas.
010.000.2308.00,Furosemida. Solución Inyectable. Cada ampolleta contiene: Furosemida 20 mg Envase con 5 ampolletas de 2 ml.
010.000.2331.00,Fenazopiridina. Tableta Cada Tableta contiene: Clorhidrato de fenazopiridina 100 mg Envase con 20 Tabletas.
010.000.2431.00,Dextrometorfano. Jarabe. Cada 100 ml contienen: Bromhidrato de dextrometorfano 300 mg Envase con 60 ml y dosificador (15 mg/5 ml).
